Symbol,Company,Industry
TAIT,Taitron Components Inc.,"Electronic Equipment, Instruments & Components"
TAPM,"Tapinator, Inc.",Software
TCCO,Technical Communications Corporation,Communications Equipment
TCX,Tucows Inc. (USA),Internet Software & Services
TCYSF,TECSYS INC,Software
TDC,Teradata Corporation,IT Services
TDCH,30dc Inc,Internet Software & Services
TEAM,Atlassian Corporation PLC,Software
TECD,Tech Data Corp,"Electronic Equipment, Instruments & Components"
TEHG,Technovative Group Inc,Internet Software & Services
TEL,TE Connectivity Ltd,"Electronic Equipment, Instruments & Components"
TER,"Teradyne, Inc.",Semiconductors & Semiconductor Equipment
TESS,"TESSCO Technologies, Inc.",Communications Equipment
TFVR,TimefireVR Inc,Internet Software & Services
THNS,Thinspace Technology Inc,Internet Software & Services
TISA,Top Image Systems Ltd.,Software
TIVO,TiVo Corp,Software
TKAT,Takung Art Co Ltd,Internet Software & Services
TKOI,"Telkonet, Inc.",Communications Equipment
TLCO,Teleconnect Inc,"Electronic Equipment, Instruments & Components"
TLND,Talend SA ADR,Software
TLPY,Telupay International Inc,IT Services
TLRA,Telaria Inc,Internet Software & Services
TMICY,Trend Micro Incorporated (ADR),Software
TNAV,Telenav Inc,Software
TNLX,Trans-Lux Corporation,"Electronic Equipment, Instruments & Components"
TNTR,Tintri Inc,Internet Software & Services
TPCFF,TITAN LOGIX CORP,"Electronic Equipment, Instruments & Components"
TPNI,Pulse Network Inc,Internet Software & Services
TRAC,Track Data Corporation,Internet Software & Services
TRCK,Track Group Inc,"Electronic Equipment, Instruments & Components"
TRLI,Truli media Group Inc,Internet Software & Services
TRMB,Trimble Inc,"Electronic Equipment, Instruments & Components"
TRT,Trio-Tech International,Semiconductors & Semiconductor Equipment
TRUE,TrueCar Inc,Internet Software & Services
TRVG,Trivago NV - ADR,Internet Software & Services
TRXD,Trxade Group Inc,Internet Software & Services
TSCC,Technology Solutions Co.,IT Services
TSEM,Tower Semiconductor Ltd. (USA),Semiconductors & Semiconductor Equipment
TSM,Taiwan Semiconductor Mfg. Co. Ltd. (ADR),Semiconductors & Semiconductor Equipment
TSRI,TSR Inc,IT Services
TSS,"Total System Services, Inc.",IT Services
TTCM,Tautachrome Inc,Software
TTD,Trade Desk Inc,Internet Software & Services
TTDKY,TDK Corp (ADR),"Electronic Equipment, Instruments & Components"
TTEC,TTEC Holdings Inc,IT Services
TTGT,TechTarget Inc,Internet Software & Services
TTMI,"TTM Technologies, Inc.","Electronic Equipment, Instruments & Components"
TTNUF,Titanium Group Limited,Software
TTWO,Take-Two Interactive Software Inc,Software
TVPT,Travelport Worldwide Ltd,IT Services
TWLO,Twilio Inc,Internet Software & Services
TWOU,2U Inc,Internet Software & Services
TWTR,Twitter Inc,Internet Software & Services
TXHD,Textmunication Holdgings Inc,Internet Software & Services
TXN,Texas Instruments Incorporated,Semiconductors & Semiconductor Equipment
TXTM,Protext Pharma Inc,Software
TYL,"Tyler Technologies, Inc.",Software
TYPE,Monotype Imaging Holdings Inc.,Software
TZOO,Travelzoo,Internet Software & Services
UBLI,UBL Interactive Inc,Internet Software & Services
UBNT,Ubiquiti Networks Inc,Communications Equipment
UCBB,US-China Biomedical Technology Inc,Internet Software & Services
UCTT,Ultra Clean Holdings Inc,Semiconductors & Semiconductor Equipment
UEPS,Net 1 UEPS Technologies Inc,IT Services
UIS,Unisys Corporation,IT Services
ULTI,"The Ultimate Software Group, Inc.",Software
UMC,United Microelectronics Corp (ADR),Semiconductors & Semiconductor Equipment
UMEWF,UMeWorld Ltd,Internet Software & Services
UNDT,Universal Detection Technology,"Electronic Equipment, Instruments & Components"
UNXLQ,Uni-Pixel Inc,"Electronic Equipment, Instruments & Components"
UOIP,UnifiedOnline Inc,Internet Software & Services
UPIN,Universal Power Industry Corp,IT Services
UPLD,Upland Software Inc,Software
UPPR,Upper Street Marketing Inc,Software
USAT,"USA Technologies, Inc.","Technology Hardware, Storage & Peripherals"
USATP,USA Technologies Inc,"Technology Hardware, Storage & Peripherals"
USSHF,UNISERVE COMMUNICATIONS CORP,Internet Software & Services
UTRX,Unitronix Corporation,Software
UTSI,UTStarcom Holdings Corp,Communications Equipment
UUU,"Universal Security Instruments, Inc.","Electronic Equipment, Instruments & Components"
V,Visa Inc,IT Services
VBTC,Vubotics Inc,Software
VCLD,Verecloud Inc,Internet Software & Services
VCST,"ViewCast.com, Inc.","Technology Hardware, Storage & Peripherals"
VCSY,Vertical Computer Systems Inc.,Software
VCTL,"Rainmaker Systems, Inc.",Internet Software & Services
VDPH,VDO-PH International Inc,Software
VDSI,"VASCO Data Security International, Inc.",Software
VECO,Veeco Instruments Inc.,Semiconductors & Semiconductor Equipment
VELTF,Velti Plc,Internet Software & Services
VERI,Veritone Inc,Internet Software & Services
VGTL,VGTel Inc,Internet Software & Services
VHC,VirnetX Holding Corporation,Software
VIAV,Viavi Solutions Inc,Communications Equipment
VIDA,Vidaroo Corp,Internet Software & Services
VIDE,Video Display Corporation,"Technology Hardware, Storage & Peripherals"
VII,"Vicon Industries, Inc.","Electronic Equipment, Instruments & Components"
VLDI,Validian Corp,Software
VMII,Voice Mobility Int'l (USA),Software
VMW,"VMware, Inc.",Software
VNCI,Lyynks Inc,Software
VNET,21Vianet Group Inc,Internet Software & Services
VNWTF,VECIMA NETWORKS INC,Communications Equipment
VOYT,Voyant International Corp,Software
VPG,Vishay Precision Group Inc,"Electronic Equipment, Instruments & Components"
VQSLF,VIQ SOLUTIONS INC,IT Services
VRME,VerifyMe Inc,"Electronic Equipment, Instruments & Components"
VRNS,Varonis Systems Inc,Software
VRNT,Verint Systems Inc.,Software
VRSN,"Verisign, Inc.",Internet Software & Services
VRTC,Veritec Inc,"Technology Hardware, Storage & Peripherals"
VRTU,Virtusa Corporation,IT Services
VRXWF,MEDIAVALET INC,Internet Software & Services
VSAT,"ViaSat, Inc.",Communications Equipment
VSH,Vishay Intertechnology,"Electronic Equipment, Instruments & Components"
VSM,Versum Materials Inc,Semiconductors & Semiconductor Equipment
VSMR,Verify Smart Corp,Software
VSST,Voice Assist Inc,Software
VSUL,"Visualant, Incorporated","Electronic Equipment, Instruments & Components"
VSYM,View Systems Inc,"Electronic Equipment, Instruments & Components"
VSYS,Viscount Systems Inc,"Electronic Equipment, Instruments & Components"
VTKLY,Vtech Holdings Ltd (ADR),Communications Equipment
VVVFF,VERSATILE SYSTEMS INC,Software
VZIL,Vzillion Inc,Internet Software & Services
WAYS,Wave Sync Corp,Semiconductors & Semiconductor Equipment
WB,Weibo Corp (ADR),Internet Software & Services
WBSI,Websafety Inc,Software
WDAY,Workday Inc,Software
WDC,Western Digital Corp,"Technology Hardware, Storage & Peripherals"
WDDD,Worlds Inc,Internet Software & Services
WDLF,Social Life Network Inc,Internet Software & Services
WDSL,Wireless Data Solutions,Communications Equipment
WEB,Web.com Group Inc,Internet Software & Services
WELX,Winland Holdings Corp,"Electronic Equipment, Instruments & Components"
WEX,WEX Inc,IT Services
WEYL,Weyland Tech Inc,Internet Software & Services
WFCF,Where Food Comes From Inc,Internet Software & Services
WGNR,Wegener Corporation,Communications Equipment
WHEN,"World Health Energy Holdings, Inc.",Internet Software & Services
WHHT,Wonhe High-Tech International Inc,"Technology Hardware, Storage & Peripherals"
WIRX,"Wireless Xcessories Group, Inc.","Electronic Equipment, Instruments & Components"
WIT,Wipro Limited (ADR),IT Services
WIX,Wix.Com Ltd,Internet Software & Services
WK,Workiva Inc,Software
WLGC,WordLogic Corporation,Software
WLYW,Wally World Media Inc,Internet Software & Services
WNDW,Solarwindow Technologies Inc,Semiconductors & Semiconductor Equipment
WNS,WNS (Holdings) Limited (ADR),IT Services
WOAM,"World Am, Inc.","Electronic Equipment, Instruments & Components"
WP,Worldpay Inc,IT Services
WSTG,"Wayside Technology Group, Inc.","Electronic Equipment, Instruments & Components"
WSTL,Westell Technologies Inc.,Communications Equipment
WSTM,HR Soft Inc,Internet Software & Services
WTRO,"Wi-Tron, Inc.",Communications Equipment
WTT,Wireless Telecom Group Inc,"Electronic Equipment, Instruments & Components"
WU,The Western Union Company,IT Services
WUBA,58.com Inc (ADR),Internet Software & Services
WWTH,With Inc,Software
WYY,WidePoint Corporation,IT Services
WZENY,Webzen Inc (ADR),Software
XCLL,XcelMobility Inc,Software
XCOMQ,Xtera Communications Inc,Communications Equipment
XCRA,Xcerra Corp,Semiconductors & Semiconductor Equipment
XGTI,xG Technology Inc,Communications Equipment
XLNX,"Xilinx, Inc.",Semiconductors & Semiconductor Equipment
XNET,Xunlei Ltd,Internet Software & Services
XOXO,XO Group Inc,Internet Software & Services
XPER,Xperi Corp,Semiconductors & Semiconductor Equipment
XPLR,Xplore Technologies Corp.,"Technology Hardware, Storage & Peripherals"
XRX,Xerox Corp,"Technology Hardware, Storage & Peripherals"
XSNX,XsunX Inc,Semiconductors & Semiconductor Equipment
XSPA,XpresSpa Group Inc,Software
YELP,Yelp Inc,Internet Software & Services
YEXT,Yext Inc,Internet Software & Services
YGE,Yingli Green Energy Holding Co Ltd (ADR),Semiconductors & Semiconductor Equipment
YIPI,Yippy Inc,Internet Software & Services
YITD,Yinhang Internet Technologies Devlpm Inc,Internet Software & Services
YNDX,Yandex NV,Internet Software & Services
YOOIF,YANGAROO INC,Internet Software & Services
YOSN,Yosen Group Inc,"Electronic Equipment, Instruments & Components"
YPPN,Yappn Corp,Internet Software & Services
YRD,Yirendai Ltd - ADR,Internet Software & Services
YY,YY Inc (ADR),Internet Software & Services
ZBRA,Zebra Technologies Corp.,"Electronic Equipment, Instruments & Components"
ZDGE,Zedge Inc,Software
ZEN,Zendesk Inc,Software
ZG,Zillow Group Inc,Internet Software & Services
ZIXI,Zix Corporation,Software
ZMTP,Zoom Telephonics Inc,Communications Equipment
ZNCM,"Zunicom, Inc.","Electronic Equipment, Instruments & Components"
ZNGA,Zynga Inc,Software
ZONX,Zonzia Media Inc,Internet Software & Services
ZOOM,Zoom Technologies Inc,Communications Equipment
ZSTN,ZST Digital Networks Inc,Communications Equipment
ZTSTF,ZTEST ELECTRONICS INC,"Electronic Equipment, Instruments & Components"
